obs,time,elapsed,date,hhmmss,averaging,id,machine,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_hum,AccH2O_des,CO2_hrs,AccCO2_soda,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA
11,1718976385,50,20240621 08:26:25,8:26:25,5,1476,ozzie,1718976377,0.001003449,1.003448799,1.81053831,319.9750769,248.5678766,24.61556917,31.6869933,0.047322485,2.912493166,0.046899441,0.029349844,321.5109099,31.48414028,31.48414028,4.637419949,61.48306746,2.595990015,4.222284479,2.041429934,-44.25209202,-257.6214706,-19.79750779,-0.160160527,-19.61364551,0.998293666,1.81053831,289.3451429,304.3855939,-3.397069091,64.72,1.003448799,25.04824134,26.22082242,1.23E-06,125.0251122,0,0,1,0,51800,1999.966154,1681.171731,0.840600091,0.160758175,6,0.5,0: Broadleaf,2,TRUE,1718976377,319.9750769,296.8214615,26.21429231,25.04771538,323.2008462,25.82936154,499.988,98.92961538,0.099951562,29.84343077,30.16861538,999.9,0,0,10010.23692,0,4.640568462,23.15376154,328.5888462,304.447,1.166574615,296.8214615,25.04771538,2.59337,2.477960769,21.62465385,20.88246923,1999.966154,0.979995462,0.020004538,0,2.1924,0,25674.59231,17403.51538,38.41315385,38.812,38,37.75,38.062,1959.960769,40.00538462,0,1718976354,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,22.971145,4.012181955,0.423578494,0,1.1649715,0.05187203,0.005135102,1,1,2,2-Jan,3.13095,2.77806,0.0745686,0.0691556,0.12019,0.116985,34861.1,37675.7,34083.4,36684.1,42299.9,46433.2,53157.2,58575.2,1.97208,1.96253,0.148691,0,27.7601,999.9,71.359,26.767,25.4662,60.7219,48.0168,1,-0.123354,0.0697168,20.1606,5.19647,12.0097,4.9751,3.29395,9999,9999,999.9,9999,1.86297,1.86779,1.86752,1.86874,1.86959,1.86566,1.86675,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.187,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34503.1,34502.9,0.679932,2.60376,1.54785,2.28882,1.64673,2.2876,30.7172,15.6643,18,501.733,488.024,28.0636,26.636,30.0003,26.5794,26.5286,13.5265,0,100,-999.9,245.082,25.5506,96.6377,94.9384,NA
12,1718976390,55,20240621 08:26:30,8:26:30,5,1476,ozzie,1718976382,0.001007017,1.007016851,1.683114524,303.535,237.1399402,23.48395484,30.05905385,0.047485618,2.912163041,0.047059618,0.029450217,321.5043923,31.48721575,31.48721575,4.63823032,61.4819332,2.596520931,4.223225908,2.041709389,-44.40944314,-257.4664406,-19.7885165,-0.160007901,-19.72959749,1.002006121,1.683114524,272.5723853,287.5775091,-3.359205887,64.72,1.007016851,25.04971003,26.22647273,3.12E-06,125.0251122,0,0,1,0,51863,1999.926154,1681.138062,0.840600068,0.160758132,6,0.5,0: Broadleaf,2,TRUE,1718976382,303.535,280.2231538,26.21955385,25.04860769,306.7373077,25.83463077,499.9720769,98.92991538,0.100027938,29.84730769,30.1772,999.9,0,0,10008.31692,0,4.586678462,23.312,311.7078462,287.4224615,1.170936923,280.2231538,25.04860769,2.593899231,2.478058462,21.62797692,20.88311538,1999.926154,0.979996154,0.020003908,0,2.200523077,0,25656.87692,17403.16154,38.42269231,38.812,38,37.75,38.062,1959.923077,40.00307692,0,1718976359,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,23.21182857,2.402914286,0.296057974,0,1.168413333,0.052216364,0.00540165,1,1,2,2-Jan,3.13136,2.778,0.0711334,0.0654825,0.120206,0.116982,34990.5,37824.1,34083.5,36683.8,42298.6,46432.8,53157.1,58575.1,1.97225,1.96218,0.148684,0,27.7601,999.9,71.359,26.778,25.4816,60.5519,47.6963,1,-0.0583664,0,20.1606,5.19692,12.0099,4.97515,3.2939,9999,9999,999.9,9999,1.86296,1.86774,1.86752,1.86874,1.86958,1.86563,1.86674,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.163,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34503.2,34503,0.643311,2.60742,1.54785,2.28882,1.64673,2.36572,30.7172,15.6731,18,501.867,487.821,28.0665,26.6382,30.0001,26.5816,26.5307,12.9172,0,100,-999.9,231.516,25.5506,96.6376,94.9381,NA
13,1718976395,60,20240621 08:26:35,8:26:35,5,1476,ozzie,1718976387,0.001010757,1.010757119,1.601166198,287.0748462,224.1625411,22.1988094,28.42901299,0.047660242,2.910683341,0.047230902,0.029557566,321.5046162,31.48945836,31.48945836,4.638821316,61.48394199,2.596971037,4.223819998,2.041850279,-44.57438893,-257.3036793,-19.78651861,-0.159970692,-19.8602998,1.005790597,1.601166198,255.3602766,270.6089394,-3.387399481,64.72,1.010757119,25.04866036,26.22976,2.06E-06,125.0251122,0,0,1,0,51921,1999.929231,1681.140508,0.840599998,0.160757996,6,0.5,0: Broadleaf,2,TRUE,1718976387,287.0748462,263.5884615,26.22409231,25.04876923,290.2533846,25.83917692,499.9891538,98.92993846,0.100030115,29.84975385,30.18126154,999.9,0,0,9999.847692,0,4.584663077,23.48654615,294.8059231,270.3604615,1.175322308,263.5884615,25.04876923,2.594349231,2.478074615,21.63082308,20.88322308,1999.929231,0.979998462,0.020001662,0,2.2337,0,25642.94615,17403.2,38.42269231,38.812,38,37.75,38.062,1959.930769,39.99846154,0,1718976364,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,23.34848571,2.336961039,0.304210809,0,1.17196619,0.050627532,0.005222759,1,1,2,2-Jan,3.13127,2.77812,0.0676142,0.0619683,0.120218,0.116977,35123,37966.4,34083.4,36683.9,42297.7,46432.6,53157.2,58575,1.97213,1.96215,0.148706,0,27.7592,999.9,71.359,26.757,25.4488,59.9619,47.7244,1,-0.0583359,0,20.1605,5.19618,12.0098,4.9751,3.29388,9999,9999,999.9,9999,1.86296,1.86772,1.86752,1.86874,1.86957,1.86561,1.86673,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.139,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34503.3,34503.1,0.611572,2.61597,1.54785,2.29004,1.64673,2.22046,30.7172,15.6643,18,501.805,487.823,28.0695,26.6404,30.0001,26.5837,26.5327,12.2886,0,100,-999.9,211.301,25.5506,96.6376,94.938,NA
14,1718976400,65,20240621 08:26:40,8:26:40,5,1476,ozzie,1718976392,0.001014684,1.014684196,1.618814851,270.6670769,207.9330942,20.59160835,26.80415287,0.047850954,2.911230327,0.047418269,0.029674967,321.5101408,31.49030021,31.49030021,4.639043185,61.48577908,2.597365706,4.224335683,2.041677479,-44.74757303,-257.1509432,-19.77134717,-0.15972258,-19.82087432,1.009422069,1.618814851,239.0398862,253.9810061,-3.331213766,64.72,1.014684196,25.04712707,26.23281273,1.17E-06,125.0251122,0,0,1,0,51581,1999.963846,1681.169585,0.840599988,0.160757976,6,0.5,0: Broadleaf,2,TRUE,1718976392,270.6670769,247.2095385,26.22807692,25.04852308,273.8213846,25.84316154,499.9925385,98.93001538,0.099955938,29.85187692,30.18625385,999.9,0,0,10002.96923,0,4.665075385,23.45760769,277.9574615,253.5606923,1.179546154,247.2095385,25.04852308,2.594744615,2.478052308,21.63331538,20.88308462,1999.963846,0.979998692,0.020001415,0,2.228330769,0,25633.41538,17403.49231,38.41315385,38.812,38,37.75,38.062,1959.965385,39.99846154,0,1718976369,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,23.46389524,-0.116509091,0.177363558,0,1.177452381,0.050604935,0.00523333,1,1,2,2-Jan,3.13119,2.77802,0.0640561,0.0582195,0.120225,0.116976,35256.6,38118,34083,36683.8,42296.7,46432.1,53156.8,58574.8,1.97183,1.96228,0.149302,0,27.7578,999.9,71.359,26.767,25.4669,60.3919,47.7083,1,-0.0581148,0,20.1609,5.19573,12.0098,4.97535,3.29393,9999,9999,999.9,9999,1.86295,1.86771,1.86751,1.86874,1.86961,1.86565,1.86674,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.115,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34503.4,34503.2,0.576172,2.60986,1.54785,2.28882,1.64673,2.37549,30.7388,15.6731,18,501.63,487.924,28.0725,26.6427,30.0003,26.586,26.5352,11.5715,0,100,-999.9,197.8,25.5506,96.6368,94.9377,NA
15,1718976405,69.9000001,20240621 08:26:45,8:26:45,5,1476,ozzie,1718976397,0.001016577,1.016576873,1.833627164,254.324,185.1120705,18.33166603,25.18573003,0.047924595,2.909306699,0.047490299,0.029720128,321.5241582,31.49422226,31.49422226,4.640076965,61.48205037,2.597705667,4.22514482,2.042371299,-44.83104009,-257.0737686,-19.77919105,-0.159841601,-19.88089864,1.012794672,1.833627164,222.3569325,237.3827358,-3.400338691,64.72,1.016576873,25.04837905,26.23609193,2.40E-06,125.0251122,0,0,1,0,51873,2000.05,1681.242092,0.840600031,0.16075806,6,0.5,0: Broadleaf,2,TRUE,1718976397,254.324,230.779,26.23147692,25.04815385,257.4536923,25.84656154,500.0633846,98.93012308,0.099972492,29.85520769,30.18665385,999.9,0,0,9991.956154,0,4.774343077,23.54501538,261.175,236.7078462,1.18332,230.779,25.04815385,2.595083846,2.478017692,21.63546154,20.88285385,2000.05,0.979997077,0.020002923,0,2.272369231,0,25624.44615,17404.23077,38.39407692,38.812,38,37.75,38.04292308,1960.046923,40.00307692,0,1718976374,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,23.49514762,0.304581818,0.186153177,0,1.180134762,0.049845974,0.005169776,1,1,2,2-Jan,3.13099,2.77763,0.0604161,0.0543837,0.120241,0.116985,35393.8,38272.8,34083.1,36683.3,42295.5,46430.8,53156.8,58574.3,1.9716,1.9623,0.14957,0,27.7578,999.9,71.359,26.767,25.4642,60.1019,47.8486,1,-0.0580335,0,20.1607,5.19543,12.0099,4.9751,3.29388,9999,9999,999.9,9999,1.86296,1.86773,1.86752,1.86874,1.86958,1.86568,1.86675,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.09,0.385,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34503.4,34503.2,0.543213,2.62207,1.54785,2.28882,1.64673,2.21558,30.7388,15.6556,18,501.504,487.96,28.0753,26.6455,30.0003,26.5883,26.5374,10.9174,0,100,-999.9,177.566,25.5506,96.6369,94.9368,NA
16,1718976410,74.9000001,20240621 08:26:50,8:26:50,5,1476,ozzie,1718976402,0.00101773,1.017730412,1.278003715,238.0382308,187.7888317,18.59674311,23.57294515,0.047965918,2.908305102,0.047530728,0.029745476,321.5263788,31.49773924,31.49773924,4.641004147,61.47902871,2.598068635,4.225942878,2.042935512,-44.88191116,-257.0216983,-19.78265984,-0.15989047,-19.9759428,1.015213975,1.278003715,205.0196741,220.5333989,-3.361698414,64.72,1.017730412,25.05121329,26.24032952,1.80E-06,125.0251122,0,0,1,0,51767,2000.063077,1681.253146,0.840600062,0.160758119,6,0.5,0: Broadleaf,2,TRUE,1718976402,238.0382308,214.359,26.23514615,25.04894615,241.1430769,25.85021538,500.0403077,98.93007692,0.100003562,29.85849231,30.1888,999.9,0,0,9986.235385,0,4.809244615,23.67916154,244.4513846,219.8661538,1.186190769,214.359,25.04894615,2.595444615,2.478094615,21.63773846,20.88335385,2000.063077,0.979995923,0.020004038,0,2.310130769,0,25609.88462,17404.34615,38.39407692,38.812,38,37.75,38.03338462,1960.057692,40.00538462,0,1718976379,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,23.65878095,1.541133329,0.275113129,0,1.184322857,0.034032647,0.003611697,1,1,2,2-Jan,3.13135,2.77782,0.0566771,0.0503834,0.120249,0.116991,35534.9,38434.3,34083.4,36683,42295,46429.6,53157.2,58573.9,1.97193,1.96192,0.149325,0,27.7601,999.9,71.359,26.767,25.4644,60.0819,47.7083,1,-0.0577541,0,20.1606,5.19528,12.0099,4.97515,3.2939,9999,9999,999.9,9999,1.86295,1.86774,1.86752,1.86874,1.8696,1.86566,1.86674,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.064,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34503.5,34503.3,0.506592,2.61719,1.54785,2.28882,1.64673,2.38281,30.7388,15.6731,18,501.737,487.741,28.0783,26.6478,30.0001,26.5906,26.5396,10.1833,0,100,-999.9,164.048,25.5506,96.6376,94.936,NA
17,1718976415,79.9000001,20240621 08:26:55,8:26:55,5,1476,ozzie,1718976407,0.001020379,1.020378731,1.162527419,221.7124615,175.9224548,17.42160788,21.95619412,0.048084866,2.908204414,0.047647511,0.029818657,321.5312896,31.50006409,31.50006409,4.641617134,61.47640356,2.598396679,4.226656943,2.043220454,-44.99870205,-256.9165926,-19.77576862,-0.159773668,-20.2426568,1.016825083,1.162527419,187.7235068,203.5535091,-3.395982078,64.72,1.020378731,25.05214689,26.2443497,2.73E-06,125.0251122,0,0,1,0,51745,2000.093846,1681.278992,0.840600053,0.160758102,6,0.5,0: Broadleaf,2,TRUE,1718976407,221.7124615,197.6936154,26.23846923,25.05038462,224.7920769,25.85353846,500.0376923,98.93001538,0.100025446,29.86143077,30.19243846,999.9,0,0,9985.666154,0,4.743577692,24.01869231,227.6863846,202.7729231,1.188080769,197.6936154,25.05038462,2.595772308,2.478234615,21.6398,20.88426923,2000.093846,0.979996154,0.020003808,0,2.241584615,0,25592.18462,17404.63846,38.38453846,38.812,38.00476923,37.75,38.03338462,1960.088462,40.00538462,0,1718976384,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,23.83588095,4.15007317,0.41987848,0,1.187022857,0.023977961,0.002543683,1,1,2,2-Jan,3.13113,2.77796,0.0528053,0.0462994,0.120265,0.11699,35680.2,38599.3,34082.8,36682.7,42293.3,46429.2,53156.6,58573.9,1.97193,1.96168,0.149526,0,27.7623,999.9,71.359,26.778,25.4817,60.3919,47.9487,1,-0.0577337,0,20.1607,5.19498,12.0099,4.9752,3.29388,9999,9999,999.9,9999,1.86295,1.86778,1.86752,1.86874,1.86958,1.86566,1.86673,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.037,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34503.6,34503.4,0.474854,2.62695,1.54785,2.28882,1.64673,2.20947,30.7388,15.6643,18,501.758,487.602,28.0813,26.65,30.0001,26.5928,26.5418,9.53007,0,100,-999.9,150.632,25.5506,96.6363,94.9358,NA
18,1718976420,84.9000001,20240621 08:27:00,8:27:00,5,1476,ozzie,1718976413,0.001021495,1.021495006,1.065819309,203.1524167,161.2237159,15.96599276,20.11819413,0.048148979,2.911768759,0.047710994,0.02985839,321.5218637,31.49984511,31.49984511,4.641559394,61.47958488,2.598829116,4.227141613,2.042730278,-45.04792975,-256.8840463,-19.74923142,-0.159343685,-20.47061848,1.019157608,1.065819309,170.5819976,186.5606606,-3.4014929,64.72,1.021495006,25.0523373,26.24599515,3.01E-07,125.0251122,0,0,1,0,51885,2000.035833,1681.230175,0.840600027,0.160758052,6,0.5,0: Broadleaf,2,TRUE,1718976413,203.1524167,178.8353333,26.24283333,25.0519,206.2030833,25.85788333,499.9836667,98.93011667,0.09993405,29.863425,30.19565833,999.9,0,0,10006.04,0,4.6519375,24.31698333,208.62725,183.4306667,1.1909275,178.8353333,25.0519,2.596205833,2.478386667,21.64253333,20.88525833,2000.035833,0.979997,0.020003033,0,2.135483333,0,25572.125,17404.15,38.38016667,38.812,38.00516667,37.75,38.05166667,1960.033333,40.0025,0,1718976389,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,24.1078381,3.364709012,0.383338568,0,1.189309048,0.029432975,0.00304152,1,1,2,2-Jan,3.13128,2.77813,0.0488521,0.0424272,0.120268,0.11699,35828.6,38756.2,34082.3,36682.8,42292.2,46428.7,53155.9,58573.9,1.97187,1.96157,0.148892,0,27.7649,999.9,71.359,26.778,25.4842,60.1019,47.8405,1,-0.0575711,0,20.1605,5.19498,12.0099,4.9748,3.29385,9999,9999,999.9,9999,1.86296,1.86775,1.86751,1.86874,1.86956,1.86564,1.86671,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.011,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34503.7,34503.5,0.440674,2.66479,1.54785,2.28882,1.64673,2.36572,30.7388,15.6731,18,501.745,487.558,28.0842,26.6517,30.0003,26.595,26.544,8.85294,0,100,-999.9,130.439,25.5506,96.6351,94.9358,NA
19,1718976425,89.9000001,20240621 08:27:05,8:27:05,5,1476,ozzie,1718976418,0.00102696,1.026959755,0.835960235,186.76825,153.1042969,15.16190246,18.49564021,0.048406403,2.909807981,0.04796345,0.030016616,321.5229287,31.50154621,31.50154621,4.642007958,61.4802445,2.599170812,4.227652042,2.042837146,-45.28892518,-256.6484837,-19.74478786,-0.159268074,-20.33321171,1.022030713,0.835960235,154.7727904,170.2567758,-3.248789697,64.72,1.026959755,25.05201978,26.25193091,3.36E-06,125.0251122,0,0,1,0,51785,2000.0425,1681.235776,0.840600025,0.160758048,6,0.5,0: Broadleaf,2,TRUE,1718976418,186.76825,162.5985833,26.246325,25.05213333,189.7928333,25.86138333,500.0233333,98.92989167,0.100003458,29.865525,30.19768333,999.9,0,0,9994.845833,0,4.692390833,24.16966667,191.80225,166.77675,1.1941925,162.5985833,25.05213333,2.596546667,2.478404167,21.64466667,20.885375,2000.0425,0.979997,0.020003025,0,2.170716667,0,25562.86667,17404.2,38.375,38.812,38.00516667,37.75,38.05683333,1960.039167,40.0025,0,1718976394,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,24.13602,-1.153245113,0.379091537,0,1.1923765,0.037292481,0.003706203,1,1,2,2-Jan,3.13112,2.77771,0.0449757,0.038297,0.120283,0.116989,35974.5,38923.5,34082.2,36682.9,42291,46428.5,53155.8,58574.1,1.97187,1.96143,0.149548,0,27.767,999.9,71.359,26.778,25.4794,59.9319,47.8245,1,-0.0575076,0,20.1606,5.19603,12.0099,4.97495,3.2939,9999,9999,999.9,9999,1.86295,1.86775,1.86751,1.86874,1.86959,1.86562,1.8667,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-2.986,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34503.8,34503.6,0.406494,2.63062,1.54785,2.29004,1.64673,2.28394,30.7604,15.6643,18,501.765,487.483,28.087,26.654,30.0002,26.5973,26.5462,8.18189,0,100,-999.9,116.96,25.5506,96.6348,94.9361,NA
20,1718976430,94.9000001,20240621 08:27:10,8:27:10,5,1476,ozzie,1718976423,0.001026994,1.026994434,0.735682755,170.5635833,140.7263855,13.93613399,16.8909117,0.048401986,2.909255206,0.04795903,0.030013854,321.5245365,31.50381653,31.50381653,4.642606683,61.48149696,2.599520177,4.228134163,2.043086506,-45.29045452,-256.6447416,-19.7486665,-0.15932614,-20.27947708,1.024271609,0.735682755,137.9167925,153.7711152,-3.297184416,64.72,1.026994434,25.05436981,26.25440909,2.04E-06,125.0251122,0,0,1,0,51691,2000.051667,1681.243551,0.84060006,0.160758115,6,0.5,0: Broadleaf,2,TRUE,1718976423,170.5635833,146.4374167,26.249825,25.05294167,173.5619167,25.864875,499.9909167,98.93001667,0.0999836,29.86750833,30.19900833,999.9,0,0,9991.6725,0,4.849378333,24.12624167,175.1615,150.2004167,1.196884167,146.4374167,25.05294167,2.596895,2.478488333,21.64686667,20.88591667,2000.051667,0.97999575,0.020004242,0,2.205033333,0,25559.075,17404.26667,38.38533333,38.812,38.00516667,37.75,38.05166667,1960.045833,40.005,0,1718976399,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,24.20059524,-1.254693506,0.361604761,0,1.194672857,0.035465455,0.003749781,1,1,2,2-Jan,3.13117,2.77776,0.0409556,0.0340775,0.120297,0.117003,36126.3,39094.2,34082.5,36682.8,42290.5,46426.8,53156.5,58573.6,1.972,1.9614,0.149056,0,27.7697,999.9,71.334,26.798,25.5038,59.5819,47.9367,1,-0.0572409,0,20.1605,5.19647,12.0099,4.97505,3.29388,9999,9999,999.9,9999,1.86295,1.8678,1.86752,1.86874,1.86958,1.8656,1.86667,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-2.958,0.385,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34503.8,34503.7,0.377197,2.63184,1.54785,2.28882,1.64673,2.34253,30.7604,15.6643,18,501.867,487.491,28.0899,26.6562,30.0003,26.5995,26.549,7.45661,0,100,-999.9,96.7793,25.5506,96.636,94.9355,NA
21,1718976435,99.9000001,20240621 08:27:15,8:27:15,5,1476,ozzie,1718976428,0.001030351,1.030350638,0.677114818,154.5064167,127.1920296,12.59579772,15.30073526,0.048547049,2.90530159,0.048100847,0.030102777,321.5260122,31.50776289,31.50776289,4.643647564,61.48190018,2.599948273,4.228802729,2.043699291,-45.43846314,-256.4833523,-19.76375922,-0.159562514,-20.31549085,1.026731945,0.677114818,121.1987817,137.217,-3.315666667,64.72,1.030350638,25.05742305,26.26121515,3.62E-06,125.0251122,0,0,1,0,51540,2000.06,1681.250626,0.840600095,0.160758183,6,0.5,0: Broadleaf,2,TRUE,1718976428,154.5064167,130.3206667,26.25420833,25.0546,157.4785,25.869275,500.0511667,98.92969167,0.100080617,29.87025833,30.19908333,999.9,0,0,9969.118333,0,5.008895833,24.18584167,158.67225,133.6696667,1.199623333,130.3206667,25.0546,2.597320833,2.478643333,21.64954167,20.88693333,2000.06,0.9799945,0.020005442,0,2.282066667,0,25555.7,17404.34167,38.39566667,38.812,38.0155,37.75,38.05166667,1960.050833,40.0075,0,1718976404,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,24.230415,1.148368421,0.411398165,0,1.197829,0.029725714,0.003060975,1,1,2,2-Jan,3.13107,2.77786,0.0368165,0.0295935,0.120315,0.117006,36282.4,39275.4,34082.7,36682.6,42289.3,46426.2,53156.7,58573.7,1.97185,1.9613,0.148393,0,27.7745,999.9,71.334,26.778,25.4722,60.4619,47.8085,1,-0.0571799,0,20.1607,5.19707,12.0099,4.97525,3.294,9999,9999,999.9,9999,1.86295,1.86779,1.86752,1.86874,1.86961,1.86563,1.86671,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-2.932,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34503.9,34503.8,0.335693,2.64038,1.54785,2.28882,1.64673,2.27783,30.7604,15.6643,18,501.789,487.447,28.0929,26.6585,30.0001,26.6017,26.5512,6.76674,0,100,-999.9,83.2433,25.5506,96.6363,94.9353,NA
